Skills,Education,ID,Category
,,15499825,HEALTHCARE
Can lift up to 100 lbs.,"High School Diploma : 2011 Angleton High School ï¼​ City , State , United States
Qualified for State Choir solo ensemble
Overall improvement award
Played in Life as A Techie
Played as Mushnik in The Little Shop of Horrors
Nursing Alvin Community College ï¼​ City , State , United States",15636923,HEALTHCARE
"""Bilingual in Spanish (read, write, and speak)""","Masters of Science : Clinical & Counseling Psychology 2012 Capella University , City , State , United States GPA: Summa Cum Laude
Summa Cum Laude
Bachelor of Arts : History 1994 Brigham Young University , City , State , United States
Minor in English
Associate V.P. Student Government",15680735,HEALTHCARE
"Built loyal business relationships with patients, colleagues, physicians, families, and allied healthcare professionals across a premier fast-paced
medical/healthcare facility while administering and maintaining healthcare records, organizing patient schedules, steering projects/programs,
architecting improvements to business/healthcare operations, mitigating costs, maximizing compliance levels, and partnering with physicians and
colleagues to share best practices and meet organizational objectives. Data analysis of multiple projects within a system. Ability to work under
pressure and balance many competing priorities. Maintain quality control and provided leadership oversight of patient safety. Strong knowledge of","M.H.A.MASTERS : HEALTHCARE ADMINISTRATION , 2014
The University of Phoenix - City , State
HEALTHCARE ADMINISTRATION
B.S :
BACHELOR OF SCIENCE : BUSINESS ADMINISTRATION , 1 2008
Dallas Baptist University -
BUSINESS ADMINISTRATION",16121387,HEALTHCARE
"Patient-focused care, Excellent interpersonal skills, Compassionate and trustworthy caregiver, Time management, Effectively interacts with patients
and families, Preparation of healthy meals and snacks, Medical terminology, Hospice care provider, Wound care, Charting and record keeping,",,16132195,HEALTHCARE
"Healthcare, Training, Access, Customer Service, Laboratory, Liaison, Office Management, Patent Education, Â Phlebotomy, Â Scheduling,","Bachelor of Arts : NURSING Gannon University ï¼​ City , State , US Lambda Sigma Society, GPA: 3.85, NxStage/US Renal Care: Home
Dialysis education & training, BCLS, CPR, Trauma Certification
Professional Affiliations
SGNA",16356151,HEALTHCARE
"Account Management, Key Account Selling, Product Expertise, OR selling Training, Budget, Business Plans, Educational Programs, Market","Northeastern University 1985 Bachelor of Arts : Business Management City , State , US Northeastern University, BABM, Boston, MA
Certified Medical Representative 2005 Certification : Pharmaceuticals City , State
Â
Professional Affiliations
CT, RI and MAÂ Case Managers Societies Member
Member Pharmacy Association RI, MA and CT
â€‹",16702198,HEALTHCARE
Organizational Skills Written Communications Skills Verbal Communication Skills Cultural AwarenessÂ Microsoft Typing Skills Ability to Focus,,17539842,HEALTHCARE
Adept at prioritizing/managing deadlines,"M.D. : 1 2011 WINDSOR UNIVERSITY SCHOOL OF MEDICINE - City
Top [Number] % of class
Continuing education in [Topic]",17545780,HEALTHCARE
"Seasoned HealthCare Advisor, Excellent Communication Skills, Creative Problem Solver, Innovative Critical Thinker, Leader, Change Driver","Bachelor of Science : Nursing Ursuline College ï¼​ City , State
Executive Healthcare Management Certification CWRU Weatherhead ï¼​ City , State
MBA : Healthcare Management Cleveland State University ï¼​ City , State * Completed 3 of 4 years course work
Publications/Presentations
Optimization after Implementation
Value Based Billing
Transforming Healthcare
Clinical Management Redesign
Developing Multi-Disciplinary Clinical Content",17624934,HEALTHCARE
"premier, advertisements, Agency, basic, business development, Closing, Corporate Communications, client, clients, databases, database,
designing, documentation, hiring, HRIS, Human Resources, HR, letters, Director, market analysis, Marketing Strategies, marketing, Market,
marketing materials, Media Relations, meetings, Works, network, networking, networks, newspaper, Personnel management, policies, Presentation Skills, problem solving, processes, public relations, quality, rapport, Recruitment, recruiting, Recruiter, Selling, Sales, Sales Planning,","B.A : Sociology 08/1998 Portland State University City , State Sociology",17864043,HEALTHCARE
"Developed ""The History of Celebrex"" - timeline of events for Celebrex and why it is",,17960690,HEALTHCARE
"Active Directory, Air Force, basic, BI, business processes, Database Management, database, FSA, Functional, GUI, Instruction, JAVA, Local","May 2004
Master of Arts : Computer Resource and Information Management Webster University Computer Resource and Information Management
Coursework; Program Management' Systems Analysis and Design, Database Management, Security : Business Administration Business",17963031,HEALTHCARE
"Biotechnology and Pharmaceutical Sales, Administrative, Award Winner sales professional","AVILA UNIVERSITY St. Joseph Healthcare Center 2001 Bachelor of Science (BS) : Radiologic Technology Biology City , State , United
States GPA: GPA: 3.5
Radiologic Technology Biology GPA: 3.5 Interests
AART License (2001) * Member, American Registered Radiologic Technologists Charitable Volunteer Coordinator, Radiologic Science Club",18129173,HEALTHCARE
"accounting, Accounts Receivable, auditing, balance, billing, Business Communications, business plan, client, clients, client liaison, customer service,
client support, Database, delivery, Financials, financial, financial consulting, Financial Management, focus, insurance, Intellectual Property,
leadership, mentor, office, 2000, NT, Networking, Operating Systems, processes, process improvement, coding, Programming, Project",,18365443,HEALTHCARE
"administrative functions, basic, benefits, charts, clerical, CRM, client, clients, firing, focus, forms, insurance, inventory, Issue receipts, Excel,
money, Microsoft Office, PowerPoint, PowerPoint presentations, Word, nursing, organizational, patient care, Observe patients, policies, pricing,
promotion, recruitment, relationship building, reporting, selling, Sales, staffing, telephones, typewriter","High School Diploma : May 1971 GRIFFITHVILLE HIGH SCHOOL ï¼​ City , State
Physical Education/Math , May 1977 HARDING COLLEGE ï¼​ City , State Physical Education/Math
BAPTIST SCHOOL OF NURSING ï¼​ City , State
Aug 1978 L.P.N",18484846,HEALTHCARE
"Arts, Assisted Living, CNA, Coaching, Customer Service, Financial, Home Health,Â Nursing, Receiving, Shipping, Web Design and",,18714571,HEALTHCARE
Complaint handling and resolution Complex problem solver,,18784594,HEALTHCARE
"Accounting, Adobe, ADR, Analyst, Auditing, billing, budget development, budgets, charts, contracts, CPT, Crystal Reports, customer satisfaction,
customer care, data analysis, database applications, databases, edit, email, financial, forms, government, grants, ICD-9, leadership, legal, director,
managing, access, Microsoft Office Suite, office, Modeling, Networking, organizing, organizational, policies, Coding, Project management, quality,",,18949843,HEALTHCARE
Project Management,"Bachelor of Science : Accounting and Computer Science Georgia State University - City , State 1987
Hewlett Packard Corporation HP-Unix Training and Support IBM Corporation Disaster Recover Certification : Recipient of MathematicÂ Scholarship to Texas Southern University
Technical Certification in IT Technology - Sponsor by Ford Motor Aerospace and Technology Division : Programming and Computer Science
Georgia Tech Institute - City , State 1990
Technical IT Certification : Programming and Technology Georgia Tech Institute - City , State 1992",19090468,HEALTHCARE
"Time Management, Effective Communication, Trouble Shooting, Problem Solving, Cloud technology, Skype, Proficient, Microsoft Office Suite,",,20110597,HEALTHCARE
"Audits, Quality Assurance, Maintenance, Database, Clerical, Clerk, General Clerical, Outpatient, Clinical Trials, Clinical Research, Audit, Case",,20172393,HEALTHCARE
"Customer service, delivery, faxes, Filing, Insurance, Microsoft Office Suite, Management Information System, reading, scheduling, technical
support, technician, phones. transportation","H.S. Diploma 2007 Humanities and Science Institute (ICI) City , State",20211577,HEALTHCARE
Strong interpersonal skills,,20736486,HEALTHCARE
Reorganization Procedural Evaluations,"Bachelor of Arts , Psychology University of Southern California ï¼​ City , State
Graduated Magna Cum Laude Associate of Arts , Social Sciences Long Beach City College ï¼​ City , State
Graduated With Honours",20748468,HEALTHCARE
"budget, closing, competitive, concept, Council, client, clients, customer service, delivery, drivers, e-commerce, focus, HR, leadership, marketing,
market, access, Office, network, presentations, pricing, promotion, selling, Sales, scientific, strategic, Trainer, unique","Master of Business Administration : Human Resource Development and Management , 1 2006 Webster University ï¼​ City , State GPA: GPA: 3.6
Recipient of the Anthony and Kim Thompson Outstanding Student Award Human Resource Development and Management GPA: 3.6 Recipient
of the Anthony and Kim Thompson Outstanding Student Award
Bachelor of Science : Psychology Communications , 1 1999 Southwest Missouri State University ï¼​ City , State Psychology Communications",20835760,HEALTHCARE
Program knowledge,"MBA : Strategic Management 2014 Carlson School of Management, University of Minnesota
Bachelor of Science : Marketing and Advertising 2006 Carlson School of Management/School of Journalism and Mass Communication,
University of Minnesota",21866029,HEALTHCARE
"acute care, administrative, go-live, streamline, ADP, Balance, Benefits, billing, business analysis, business operations, call center, contracts,
conversion, cost reduction, client, clients, data analysis, databases, database, facilities management, family medicine, fax, finance, financial, focus,","April 2010
Master of Health Administration : Graduate School of Public Health University of Pittsburgh - City , State , USA
April 2008
B.A : Communication and Rhetoric University of Pittsburgh - City , State , USA
Certificate in Professional German
Graduated Magna Cum Laude
August 2005
Intensive Language Studies Die Neue Schule - City , State , Germany GPA: Magna Cum Laude",22008817,HEALTHCARE
Graduate Assistant - Team Lead,,23110214,HEALTHCARE
"Active Learning, Calendaring, Computer Proficiency, Coordination, Creative Problem Solving, Critical Thinking, Customer Needs Assessment,",,23138078,HEALTHCARE
"ADA, billing, budgeting, business process, call center, consultation, contracts, client, clients, customer satisfaction, customer care, data collection,
delivery, Forms, GCP, GLP, GMP, Instructor, insurance, lecturer, legal, litigation, Managing, marketing strategies, network, new product
development, Next, presentations, procurement, quality, reporting, Research, risk management, safety, sales, strategy, Strategic, Strategic
planning, System design, teaching, Validation","Bachelor of Science : Nursing Western Governors University ï¼​ City , State Nursing
Bachelor of Science John Brown University ï¼​ City , State GPA: Dean's List Dean's List
Certificate in the Post-Graduate Course of Study, Life Care Planning for Advanced Catastrophic Case Management The University of Florida ï¼​
City , State
Associates Degree : Nursing University of Arkansas ï¼​ City , State Nursing",23617240,HEALTHCARE
"Customer Service, Receptionist, Retail Sales, Administrative Assistant, Correspondence, Medical Assistant, Training, Clients, sanitation, Billing,",,23814777,HEALTHCARE
Medical terminology expert,"Associate of Science : Medical Billing and Coding , Current
Central Piedmont Community College - City , State
Coursework in Business, Accounting and Healthcare Administration
Coursework in Healthcare Management
Coursework in Healthcare Administration
Coursework in Medical Front Office Assisting
High School Diploma : 10 2007",23918545,HEALTHCARE
"administrative, budget, Cancer, chemotherapy, Database, DNA, FAST, forms, grant writing, law, marketing, mentor, processes, program
evaluation, quality, quality assurance, QA, recruitment, Research, therapy, venipunctures","12/2005
Florida State College",23944036,HEALTHCARE
"accounting, bridges, budgets, budget, oral, community health, conferences, Critical Thinking, data processing, database, database management,","Master's : Healthcare Administration , Dec 2015 Oklahoma State University ï¼​ City , State Healthcare Administration 3.79 Bachelor of Dental Surgery (BDS) : Nov 2012 SRM Dental College ï¼​ City , State , India 72",24025053,HEALTHCARE
"Academic, Acrobat, Adobe, Photoshop, Business Planning, Coach, contract negotiations, driving, Endocrinology, English, financial, Illustrator,","Bachelor of Science : Business Certificate - Marketing International Marketing Biology 2015 City , State GPA: GPA: 3.10 Business Certificate -
Marketing International Marketing Biology GPA: 3.10
Biology and Chemistry 1998 City , State GPA: Dean's List 1998 Academic Coach: Sports and Athletic Association Biology and Chemistry
Dean's List 1998 Worked 30 Hrs/week in food and beverage services to support education financial requirements",24548333,HEALTHCARE
Proven patience and self-discipline Critical thinking proficiency,,24550866,HEALTHCARE
Clinical training Strong organizational skills,,25328428,HEALTHCARE
Budgeting proficiency,"1986
Bachelor of Science : Business Management/Healthcare
University of South Alabama - City , State
Business Management
1984
Associate of Applied Science : Human Services
Monroe Community College - City , State
Human Services",25451319,HEALTHCARE
"clarify, CA, focus, law, Nursing, processes, scheduling, statistics, teaching","Bachelor of Science : Business Administration , 1999 California State University ï¼​ City
Associate of Arts Franklin Pierce College ï¼​ City , State
MINOR: American History
GPA: 3.66/4.0",25834360,HEALTHCARE
"Marketing, Fundraising, Graphic Design, Healthcare, Billing, Claims, Receivables, Accountable For, Auto Insurance, Compensation,",,25974844,HEALTHCARE
Strong p resentation skills,"Bachelor of Science : Health Administration , Current
Eastern Michigan University - City , State
Health Administration
Coursework in Health Services Administration
Coursework in Business Management
Coursework in Healthcare Administration
Coursework in Health Services Administration and Business
Coursework in Human Resources Management and Accounting
Associate of Art : 4 2014
Schoolcraft College - City , State
Coursework in Health Services Administration
Coursework in Health Services Administration and Business
Coursework in Human Resources Management and Accountin g
Associate of Science : Health Science , 5 2006
Schoolcraft College - City , State
Health Science
Recipient of Canton TownshipÂ Scholarship
Coursework in Community Health
Coursework in Health Services Administration
Coursework in Healthcare Administration
Coursework in Health Services Administration and Business
Coursework in Human Resources Management and Accounting",26125407,HEALTHCARE
"Streamline Processes, Business Objects, Cognos, Crystal Reports, Customer Service, Data Analysis, Databases, Financial Invoicing, Managing,",,26585242,HEALTHCARE
BUSINESS ADMINISTRATOR,,26695839,HEALTHCARE
"agency, budget, business plan, client, clients, customer satisfaction, databases, financial, financial advisor, forecasting, hiring, Leadership, managing,
market, office, enterprise, networking, Pricing, recruiting, recruitment, Recruiter, sales, sourcing strategy, Staffing","Lewis University May 2009 Bachelors of Science : Business Administration City , State Business Administration",26908066,HEALTHCARE
Typing (Greater then 40 words a minute),"Aug 2000
Traverse City West High School City , State , United States High School Diploma
Valencia College City , State , USA Associate of Arts : Graphic Art and Design",26958533,HEALTHCARE
"Human Resources, Scheduling and Payroll",,27030979,HEALTHCARE
Account management,"Marketing and sales specialist
Classroom management
Excellent interpersonal and coaching skills
Parent/teacher conferences
Recruiting and selection techniques
Behavioral/cognitive skills development",27090089,HEALTHCARE
Product Development,"Master of Science (MS) : Healthcare Administration UNIVERSITY OF CENTRAL FLORIDA - City , State
Bachelor of Science (BS) : Biology UNIVERSITY OF CENTRAL FLORIDA - City , State
Kaiser Permanente Executive Leadership Program KAISER PERMANETE - City , State
Kaiser Permanente Strategic Leadership Program HARVARD BUSINESS SCHOOL - City , State",27917969,HEALTHCARE
"APM, administrative, administrative support, Streamline, Anatomy, agency, Behavioral Health, billing, budgets, Business Objects, Call Center,
clinical leadership, CMS, contracts, conversion, CPT, clients, customer service, databases, Department of Health, documentation, Electronic",,28423028,HEALTHCARE
Flexible & Adaptable Technical Support,"MBA : Health Informatics and Analytics , Expected in 02/2022
University of Arizona Global Campus - City
Certificate of Completion in Radiologic Technology : Radiography , 11/2016
Loma Linda University - City
Bachelor of Science : Radiologic Technology , 04/2011
University of Perpetual Help-System DALTA - City",28670024,HEALTHCARE
"administrative support, bookkeeping, counseling, CPR, clientele, client, clients, customer service, data entry, data management, Email, image,","Medical Assistant Certificate ROSS MEDICAL EDUCATION CENTER CPR / BLS Certification - American Red Cross Microsoft Office *
Email / Internet Applications",28745844,HEALTHCARE
"People skills: Strong interpersonal skills, enthusiastic people person, advanced problem-solving, great organizational skills, advanced time
management capabilities. Quick learner, skilled in ORACLE and WCN databases, knowledge of international business practices and government
structure. Official-sensitive security clearance obtained October, 2016.","Bachelor of Arts : Sociology May 2008 University of Maryland City , State
Major in Sociology, Minor in Psychology
3.6 GPA
Nursing school prerequisites : Anatomy and Physiology I and II, Anatomy and Physiology Lab I and II, Microbiology
Associate of Science : Nursing 2018 Baltimore County Community College City , State Registered Nursing Program, Spring of 2017",29134372,HEALTHCARE
Excellent Customer Service.,"High School Diploma 2012 Trimble High School ï¼​ City , State , Athens
Associate of Science , Health and Wellness Washington State Community College ï¼​ City , State , Washington",29992154,HEALTHCARE
,"2012
Bachelor of Science : (Pre-Med) Foundations in Counseling Samford University ï¼​ City , State , U.S
2009
Pre- Nursing RN Lawson State Community College ï¼​ City , State , U.S
2003
Licensed Practical Nurse Bessemer State Technical College ï¼​ City , State , U.S",31395710,HEALTHCARE
"Administrative, Customer Service, Data Entry, Event Coordination, Merchandising,Â Networking,Â Reporting, Scheduling, Travel Arrangements",,31926950,HEALTHCARE
"administrative, administrative support, attention to detail, benefits, Cash handling, com, Critical Care, customer satisfaction, Customer Service,","05/2016
Bachelor of Business Administration : Healthcare Management American InterContinental University - City , State Healthcare Management
04/2011
Medical Billing and Coding
HIPAA Privacy & Security Certification Sanford Brown College - City , State
06/2010
Certified Nursing Assistant 08/2010 Aids for Home and Healthcare Pasadena, TX Alief Hasting High School",32219038,HEALTHCARE
Skills Experience Total Years Last Used,"Master of Business Administration 2017 WALDEN UNIVERSITY City , State
Project Management Certificate Course 2011 Clayton State University City , State
Bachelor of Business Administration : International Business Marketing 2004 American American Intercontinental University City , State
International Business Marketing",32563518,HEALTHCARE
Effective and strong communicator (written and oral) skills,"Certification : Six Sigma Lean Professional (SSLP) , 2014 Management and Strategy Institute LLC
Certification : HIPAA Certified Professional (HCP) , 2013 Management and Strategy Institute LLC
Bachelor's : Health Science Columbus State University - City , State Health Science",33750209,HEALTHCARE
"Accounting, agency, attention to detail, billing, Budgeting, business development, case management, charts, interpersonal communication, Contract","Bachelor of Science : Healthcare Administration 2005 University of Phoenix , City , State Healthcare Administration
BS : Healthcare Administration Registered Nurse 1996 Northwest Mississippi Community College , City , State Healthcare Administration
Registered Nurse
Diploma : Nursing - Registered Nurse Methodist Hospital School of Nursing , City , State Nursing - Registered Nurse
Southwest Tennessee Community College , City , State Pre-requisite coursework working toward nursing degree",33803142,HEALTHCARE
"Microsoft Office Suite, Microsoft Excel, Microsoft Word, Microsoft Outlook,Microsoft PowerPoint, Windows, PeopleSoft, Visual/Content",,34594746,HEALTHCARE
Strong leadership skills,,34962725,HEALTHCARE
,"Maters Certificate in Lean Six Sigma, Healthcare 2015 Villanova University City , State
MPH Masters of Public Health, Health Care Administration 2012 West Chester University City , State
M.D. : Medicine 2001 Saint Petersburg State Medical Academy City , Russia
Executive Profile
Healthcare executive with 16+ years of progressive experience in acute and post-acute care settings. Experienced in clinical operations, process
improvement, quality, population health management, clinical integration, business development and marketing strategy in for-profit, and nonprofit
health systems. Exceptionally strong inÂ design and development of value based solutions and collaborative approaches in health care delivery with
physicians, health systems, and related organizations.
Professional Experience
National Administrator, Population Health and Associate Director, Visit Clinical Practice 03/2014 to Current
Company Name City , State
A home health company with net revenue of $1 billion and 300 service offices in 22 states
Responsible for design and implementation of population health initiatives in 100 service offices nationwide. Â PromoteÂ cross-continuum collaboration with physician practices,
major health systems, payors, accountable care and community organizations. Report to Division Director, Visit Clinical Practice.
Designed and implemented HF initiative in 100 offices, which led to 16.9% decrease in rehospitalizations, 6%-16.9% improvements in
STAR outcomes, 21% decrease in utilization of services and 5.2% increase in admits per day, resulting in $13,085,546 in additional
revenue in 14 months.
Successfully implemented career pathing programs to develop specialized care teams across practice, resulting in the development of 461
cardiac leads, and 3000 trained health professionals nationally.
Developed COPD program which received approval and recognition by National COPD Foundation.
Designed and implemented Comprehensive Joint Replacement (CJR) program to improve the quality of care.
Developed bundled program protocols for CABG, AMI, and Heart Failure for effective care delivery.
Fostered over fifteen provider/payor relationships by developing operational/clinical processes to integrate care across the continuum.
Conducted a practice-wide gap analysis with patient experience committee to identify key problem areas and develop effective strategies
for improvement.
Collaborated with policy team and overhauled clinical documentation to promote patient-centered goals, reducing documentation time by 30
min.
Led gap analysis for QAPI team to identify processes necessary to ensure patient safety.
Led the design of Palliative Care educational/operational program in collaboration with specialty practices.
Performance merited two promotions in three years.
Resident, Executive Administration 02/2013 to 02/2014
Company Name City , State
A 231-bed hospital, part of Main Line Health, a not-for-profit health system serving portions of Philadelphia and its suburbs
Participated in a variety of projects which included process improvement initiatives, service line initiatives, patient-centered care, process flow
impact, and strategic planning. Reported to Vice President, Patient Care Services.
Facilitated strategic, financial, and operational planning and opening of OBS unit in collaboration with senior leadership.
Analyzed key elements to implement Patient Centered Medical Home (PCMH) and enhance access and continuity, identify and manage
patient populations, provide culturally and linguistically appropriate care, track and coordinate care, measure and improve performance in
cancer center.
Developed strategies for improving patient flow, reconfiguring work layout, reorganizing staff responsibilities, and reducing patient wait time
in cancer center.
Devised measurement standards to guide performance improvement in OBS unit.
Developed evidence-based strategies to improve HCAHPS patient satisfaction score.
Conducted leader rounding with clinical staff to promote efficiency, and build relationships in supplier-customer chain.
Healthcare Consultant 08/2012 to 12/2012
Company Name City , State National Institutes of Health(NIH) funded public health coalition serving Upper Merion Area
As part of MPH graduate thesis.
Evaluated organizational sustainability and management processes, communicated results to the key stakeholders and provided
recommendations to senior leadership.
Developed strategies to increase utilization of expertise and services; improve access to priority populations; reduce service redundancy,
and facilitate membership growth.
Director, Department of General Medicine & Consultative Services; General Physician 11/2005 to 06/2012
Company Name City , State
A 280-bed hospital with 30,000 OPD patients annually
â€‹
Clinical and quality operations management of the department and 70 FTE clinicians; managed day to day operations of the department and maintained physician relationships; reported to System Chief Medical Officer.
Led the establishment of primary care clinic and supporting diagnostics.
Led planning and construction of three deaddiction and rehabilitation centers.
Directed the organization of yearly medical camps to provide access to care to approximately 900 patients.
Established an international platform for staffing, which led to worldwide recruitment of physicians to provide services.
Led community health needs assessment project to address priority health needs.
Directed cultural competency program and developed training guidelines for health professionals.
Collaborated with Director of Finance to develop system-wide unit report cards to monitor turnover, fiscal resource use, and budgets for
departmental activities.
Active with several hospital committees including Member of Patient Safety Committee, Physician Leadership Assembly, and Strategic
Planning and Execution Committee.
Professional Affiliations
American College of Healthcare Executives, Member
Healthcare Leadership Network of Delaware Valley, Partner Healthcare Organization, Ambassador
Lean Healthcare Exchange, Member
Community Involvement
Advisor, Quality Insights-Care Coordination, and Medication Safety Project
Advisor, Population Health Alliance (PHA) Social Determinants of Health Project",35422305,HEALTHCARE
Team leadership,"Bachelor of Science : Human Resources Management 1998 Faulkner UniversityMontgomery - State Human Resources Management Activities
and Honors Certified in Serve Safe Management, and ongoing classes through the company understanding the agingindividual. These classes are
for aging with dementia, as well as any other problems that the aging person mayhave. Although the classes are within the organization, They are
very insightful, and informative. Therefore I amable to understand and comply with residents needs as well as pleasuresfor their favorite foods. I
have justcompleted my certification through online courses for substance abuse counseling. I believe the more you knowthe more you can help
someone else.",35579812,HEALTHCARE
"acquisitions, CMS, content, contract negotiations, contracts, Contract Management, clients, database, directing, documentation, estimating,
financial, government, insurance, leadership and training, managing, market, negotiation, Enterprise, Network, processes, coding, quality, quality
assurance, reporting, strategic, strategic planning","Master of Business Administration Bachelor of Science : Business Administration/Management Health Services Administration , 2000 Kennesaw
State University ï¼​ City , State , USA
Bachelor of Science : Health Services Administration , 1994 Auburn University ï¼​ City , State , USA",36625776,HEALTHCARE
High customer service standards Strong problem solving ability,,36861863,HEALTHCARE
"academic, ADP Payroll, C, client, clients, financial, Fluent in French, infection control, Insurance, mental health, Excel, Microsoft Office Suite,","December 2016
MASTER OF SCIENCE DEGREE : Mental Health Counseling & Crime Justice Suffolk University ï¼​ City , State Mental Health Counseling &
Crime Justice
May 2013
BACHELOR OF SCIENCE DEGREE : Psychology Suffolk University ï¼​ City , State Psychology
May 2013
BACHELOR OF ARTS DEGREE : Sociology Health Medicine and Body Suffolk University ï¼​ City , State Sociology Health Medicine and",36868767,HEALTHCARE
"Accounts Receivables, Ambulance, Billing, Billing System, Bookkeeping, business management, CAD, CMS, Excellent Communication,",,37001381,HEALTHCARE
Confidential data protection,,37374340,HEALTHCARE
"Payroll, Training, Hedis, Audits, Cases, Database, Billing, Business Consultant, Business Development, Coding, Healthcare, Medicare, Outpatient,","2015
Paralegal Blackstone Institute Blackstone Institute - Paralegal course currently enrolled 2015, expected completion June 2015
2015
MBA : Public Northcentral University Northcentral University - MBA Public currently enrolled 2014 - 2015
Certificate of Completion : Surgical Clinical Reviewer ACS NSQIP Certificate of Completion Surgical Clinical Reviewer October 2012
BS : Health Information Management Florida International University Florida International University - BS Health Information Management - Dec
1999
AA : Psychology Miami Dade Community College Miami Dade Community College - AA Psychology - May 1999",39082090,HEALTHCARE
"EPIC, Microsoft Office Suite (Word/Excel/PowerPoint), Healthcare Systems, Insurance/Billing, Sorian Scheduling, Health/Medical Records,",,41910253,HEALTHCARE
"administrative, Basic, budget, CPT, dependable, documentation, fast, forms, funds, ICD-10, Team Leader, medical assistance, Works,
organizational, assisting patients, personnel, policies, primary care, requirement, safety, scheduling, sorting, spreadsheet, supervision, Technician,
training programs, VISTA",,43994605,HEALTHCARE
"Administrative functions, Administrative Support, art, automobiles, basic, changing bed linens, benefits, bookkeeping, charts, CPR, client,
clients, Data Entry, emotional support, faxes, filing, First Aid, general office duties, infection control, insurance, lamp, laundry, sorting mail,
materials, serve meals, medical terminology, Administering medication, mail, office, Office administration, Provide patients with help, progress, reception, routing, safety, scheduling, Sorting, Spreadsheet, telephone, phones, Time management, Travel Arrangements","Bachelor of Science : Health Administration , Expected in 2020
EASTERN MICHIGAN UNIVERSITY - City
High School Diploma : 2016
MIFFLIN HIGH SCHOOL - City
High School Diploma : 2016
FORT HAYES CAREER CENTER - City",45907524,HEALTHCARE
"Caring for patients with musculoskeletal diseases and disorders, Assisting with activities of daily living, Administering intravenous medications,",,46349752,HEALTHCARE
"Digital Media, Digital Marketing, Social Media, E-Mail, Direct Mail, Mobile, Promotions, Branding, Customer Acquisition/Retention, Analytics,","Franklin University 2005 B.S : Marketing Marketing Promotions and Public Relations City , State GPA: Dean's list 2005. Marketing Marketing
Promotions and Public Relations Dean's list 2005.
North Central State College 2003 business data communications City , State business data communications",47996197,HEALTHCARE
"Accounts receivable, Administrative Assistant, Basic Billing, CMS, excellent interpersonal skills, CPR, email, faxes, filing, law enforcement, loss
prevention, Medical Billing, Medical Terminology, Microsoft Office Suite, Management Information System, payroll, safety, Scheduling staff
training, switchboard","Certified Medical Office Assistant : Medical Administration 2009 Kennesaw State Continuing Education City , State , USA
â€¢Medical Office Receptionist/Support Specialist, Patient Scheduling, Medical Records/Documents, CMS 1500 Medical Billing, Medical
Terminology/Basic Anatomy and Physiology, Specialized Billing/Reimbursement, Business Skill and Management, 80 hour Medical Externship at
WellStar Medical Center, Certified CPR w/AED",49325370,HEALTHCARE
"accounting software, administrative, Audio, benefits, C, contracts, client, Data Management, DC, documentation, Senior Management, forms,
functional, hiring, Human Resource, HR, inventory, invoicing, legal, materials, Access, Excel, Microsoft Office Suite, office, Outlook, PowerPoint,","December 2016 DEVRY UNIVERSITY ï¼​ City , State Master Human Resource Management Human Resource Management
May 2012 NEW JERSEY CITY UNIVERSITY ï¼​ City , State Bachelor of Science Criminal Justice Criminal Justice",51777546,HEALTHCARE
Clerical Organization skills,"Master's : Health Education , 04/2019
Touro University Worldwide - City , State
Master's : Health Education
Bachelor's : Healthcare Administraton , 03/2018
Touro University Worldwide - City , State
Associate : Social & Behavioral Sciences , 12/2015
Los Angeles Southwest College - City , State
Bachelor's Degree : Healthcare Administration at Touro University, I had the opportunity to Develop the skills and experience necessary to
succeed in Public health and Health Education positions. Examples of my relevant Highlights
CPR, Microsoft Excel, Microsoft Office, Child care, Organizational Skills, Teaching, Filing, English, Filing
Customer Service, Excel, Developmental Disabilities Experience, Microsoft Word Health Education
Certifications and Licenses Microsoft Excel
Academic Excel
Basic Microsoft Office
Catheterization Microsoft Word
Child care Organizational Skills
Clerical Organization skills
CPR Public health
Critical Thinking Teacher
Customer Service Teaching
Developmental Disabilities Telephone
Diagnosis Verbal communication
English Written",54934269,HEALTHCARE
"acute care, billing, Case management, charts, chemotherapy, closing, coaching, Client, clients, discharge planning, insurance, director, meetings,
presenting, quality, Quest, reporting, supervising, telecommunication, wound care",,56520872,HEALTHCARE
